word	log10(p)	rank
夫斯	   -4.0602	1121
尔滨	   -4.0608	1122
取得	   -4.0610	1123
议院	   -4.0615	1124
魔法	   -4.0616	1125
行了	   -4.0620	1126
建于	   -4.0621	1127
古拉	   -4.0630	1128
更改	   -4.0635	1129
省级	   -4.0637	1130
引用	   -4.0642	1131
第八	   -4.0647	1132
浏览	   -4.0663	1133
水库	   -4.0669	1134
南方	   -4.0676	1135
产品	   -4.0682	1136
邮编	   -4.0683	1137
弗里	   -4.0684	1138
甚至	   -4.0685	1139
土耳	   -4.0685	1140
耳其	   -4.0688	1141
福州	   -4.0689	1142
会第	   -4.0692	1143
飞行	   -4.0697	1144
范围	   -4.0716	1145
英尺	   -4.0717	1146
学科	   -4.0719	1147
连接	   -4.0721	1148
在此	   -4.0724	1149
拉德	   -4.0728	1150
伦敦	   -4.0731	1151
公室	   -4.0746	1152
事故	   -4.0747	1153
华网	   -4.0748	1154
结束	   -4.0749	1155
而不	   -4.0750	1156
漫画	   -4.0757	1157
太子	   -4.0760	1158
民法	   -4.0761	1159
主唱	   -4.0762	1160
论页	   -4.0771	1161
微生	   -4.0773	1162
转换	   -4.0782	1163
信仰	   -4.0784	1164
普查	   -4.0793	1165
视频	   -4.0794	1166
天堂	   -4.0804	1167
建议	   -4.0804	1168
代理	   -4.0805	1169
子游	   -4.0821	1170
五十	   -4.0822	1171
武器	   -4.0826	1172
符合	   -4.0835	1173
土地	   -4.0837	1174
之子	   -4.0840	1175
飞机	   -4.0845	1176
苏州	   -4.0846	1177
力量	   -4.0851	1178
被称	   -4.0857	1179
布尔	   -4.0859	1180
调整	   -4.0861	1181
生于	   -4.0861	1182
路线	   -4.0861	1183
太郎	   -4.0862	1184
拼音	   -4.0862	1185
隧道	   -4.0864	1186
埃及	   -4.0869	1187
多数	   -4.0872	1188
物学	   -4.0879	1189
化合	   -4.0882	1190
分为	   -4.0887	1191
天文	   -4.0890	1192
修改	   -4.0897	1193
基金	   -4.0905	1194
筑物	   -4.0907	1195
斯堡	   -4.0911	1196
操作	   -4.0913	1197
帮助	   -4.0915	1198
布鲁	   -4.0916	1199
弗朗	   -4.0919	1200
事会	   -4.0920	1201
身份	   -4.0921	1202
实现	   -4.0934	1203
截至	   -4.0936	1204
党员	   -4.0938	1205
毛球	   -4.0945	1206
康熙	   -4.0947	1207
合会	   -4.0947	1208
正在	   -4.0954	1209
斯兰	   -4.0958	1210
长沙	   -4.0974	1211
开放	   -4.0974	1212
材料	   -4.0977	1213
恢复	   -4.0980	1214
勋章	   -4.0985	1215
犹太	   -4.0986	1216
马里	   -4.0994	1217
临时	   -4.0996	1218
严重	   -4.0997	1219
以来	   -4.0997	1220
发动	   -4.0998	1221
风暴	   -4.1001	1222
军第	   -4.1007	1223
函数	   -4.1032	1224
车辆	   -4.1036	1225
游泳	   -4.1038	1226
每日	   -4.1038	1227
最初	   -4.1042	1228
勒斯	   -4.1045	1229
只是	   -4.1047	1230
以色	   -4.1049	1231
色列	   -4.1049	1232
览器	   -4.1055	1233
宇宙	   -4.1068	1234
费尔	   -4.1075	1235
基斯	   -4.1076	1236
洛斯	   -4.1077	1237
精神	   -4.1083	1238
不知	   -4.1090	1239
思想	   -4.1093	1240
长江	   -4.1095	1241
下午	   -4.1102	1242
字母	   -4.1102	1243
历山	   -4.1108	1244
上映	   -4.1118	1245
利福	   -4.1121	1246
规模	   -4.1123	1247
它们	   -4.1124	1248
慕尼	   -4.1131	1249
新北	   -4.1131	1250
恒星	   -4.1139	1251
立了	   -4.1146	1252
三个	   -4.1146	1253
加拉	   -4.1147	1254
办事	   -4.1154	1255
生涯	   -4.1154	1256
设备	   -4.1157	1257
尔多	   -4.1157	1258
职务	   -4.1163	1259
保罗	   -4.1165	1260
凤凰	   -4.1167	1261
必须	   -4.1167	1262
弗雷	   -4.1176	1263
酒店	   -4.1178	1264
各地	   -4.1179	1265
法兰	   -4.1180	1266
成绩	   -4.1185	1267
农村	   -4.1185	1268
息系	   -4.1186	1269
未来	   -4.1188	1270
沃尔	   -4.1189	1271
建成	   -4.1190	1272
取代	   -4.1192	1273
级别	   -4.1196	1274
尼黑	   -4.1198	1275
福尼	   -4.1200	1276
再次	   -4.1203	1277
罗伯	   -4.1212	1278
理工	   -4.1212	1279
各省	   -4.1212	1280
阿里	   -4.1213	1281
尼古	   -4.1214	1282
典范	   -4.1224	1283
简称	   -4.1225	1284
北市	   -4.1227	1285
院校	   -4.1228	1286
争议	   -4.1235	1287
交易	   -4.1236	1288
创作	   -4.1237	1289
萨尔	   -4.1239	1290
洛克	   -4.1240	1291
内部	   -4.1241	1292
订版	   -4.1243	1293
默认	   -4.1244	1294
央委	   -4.1249	1295
南北	   -4.1254	1296
比较	   -4.1258	1297
产业	   -4.1264	1298
口数	   -4.1264	1299
京地	   -4.1265	1300
建造	   -4.1275	1301
发射	   -4.1280	1302
新增	   -4.1283	1303
编码	   -4.1284	1304
贸易	   -4.1288	1305
山区	   -4.1291	1306
澳洲	   -4.1291	1307
拉丁	   -4.1292	1308
动车	   -4.1297	1309
是指	   -4.1298	1310
纪录	   -4.1306	1311
伊朗	   -4.1308	1312
民党	   -4.1311	1313
玛丽	   -4.1311	1314
不会	   -4.1313	1315
事务	   -4.1315	1316
简介	   -4.1317	1317
严格	   -4.1317	1318
元素	   -4.1317	1319
育场	   -4.1323	1320
格雷	   -4.1327	1321
子村	   -4.1327	1322
质量	   -4.1328	1323
马斯	   -4.1333	1324
南昌	   -4.1336	1325
也可	   -4.1348	1326
方案	   -4.1362	1327
设有	   -4.1364	1328
看存	   -4.1366	1329
色条	   -4.1369	1330
如此	   -4.1370	1331
数量	   -4.1372	1332
十字	   -4.1373	1333
使得	   -4.1380	1334
不明	   -4.1381	1335
公开	   -4.1389	1336
公安	   -4.1391	1337
史蒂	   -4.1394	1338
拍摄	   -4.1395	1339
汪汪	   -4.1395	1340
任命	   -4.1396	1341
湖泊	   -4.1397	1342
女主	   -4.1397	1343
丹尼	   -4.1404	1344
科尔	   -4.1413	1345
更名	   -4.1418	1346
速删	   -4.1419	1347
院微	   -4.1422	1348
儿子	   -4.1426	1349
政党	   -4.1427	1350
天下	   -4.1431	1351
火箭	   -4.1431	1352
协助	   -4.1433	1353
统治	   -4.1433	1354
菲利	   -4.1439	1355
攻击	   -4.1443	1356
美术	   -4.1443	1357
领域	   -4.1447	1358
武装	   -4.1447	1359
居住	   -4.1452	1360
有效	   -4.1452	1361
铁道	   -4.1455	1362
抗日	   -4.1456	1363
加州	   -4.1459	1364
董事	   -4.1461	1365
测试	   -4.1465	1366
公民	   -4.1470	1367
汉语	   -4.1470	1368
放送	   -4.1470	1369
雄市	   -4.1471	1370
哥伦	   -4.1471	1371
安娜	   -4.1476	1372
少将	   -4.1479	1373
意见	   -4.1479	1374
宪法	   -4.1480	1375
不要	   -4.1483	1376
加上	   -4.1485	1377
刺史	   -4.1487	1378
五月	   -4.1488	1379
疑似	   -4.1489	1380
普拉	   -4.1492	1381
路站	   -4.1494	1382
能够	   -4.1497	1383
广告	   -4.1498	1384
距离	   -4.1499	1385
机械	   -4.1500	1386
巴拉	   -4.1501	1387
徽省	   -4.1502	1388
生命	   -4.1504	1389
地址	   -4.1507	1390
事处	   -4.1510	1391
健康	   -4.1512	1392
地图	   -4.1514	1393
是不	   -4.1518	1394
立法	   -4.1526	1395
阿根	   -4.1529	1396
克兰	   -4.1530	1397
海岸	   -4.1530	1398
文章	   -4.1531	1399
华盛	   -4.1533	1400
错误	   -4.1533	1401
意思	   -4.1534	1402
举办	   -4.1539	1403
资格	   -4.1552	1404
蛋白	   -4.1553	1405
蒙特	   -4.1556	1406
根廷	   -4.1568	1407
运会	   -4.1569	1408
尔维	   -4.1569	1409
盛顿	   -4.1570	1410
曾祖	   -4.1571	1411
动机	   -4.1581	1412
外文	   -4.1586	1413
夏令	   -4.1588	1414
验室	   -4.1591	1415
之外	   -4.1595	1416
解决	   -4.1597	1417
济南	   -4.1597	1418
比如	   -4.1600	1419
长春	   -4.1605	1420
方针	   -4.1606	1421
妻子	   -4.1607	1422
设施	   -4.1609	1423
司法	   -4.1614	1424
流域	   -4.1617	1425
令时	   -4.1621	1426
学位	   -4.1622	1427
三角	   -4.1625	1428
菲尔	   -4.1626	1429
院长	   -4.1626	1430
生长	   -4.1640	1431
如何	   -4.1640	1432
雷德	   -4.1644	1433
路名	   -4.1650	1434
格里	   -4.1652	1435
旧址	   -4.1652	1436
也不	   -4.1660	1437
兰克	   -4.1666	1438
欢迎	   -4.1667	1439
究院	   -4.1674	1440
而在	   -4.1678	1441
巴尔	   -4.1684	1442
限制	   -4.1692	1443
启用	   -4.1695	1444
本名	   -4.1704	1445
挪威	   -4.1709	1446
麦克	   -4.1709	1447
闻网	   -4.1710	1448
名信	   -4.1713	1449
布朗	   -4.1714	1450
等级	   -4.1716	1451
学者	   -4.1719	1452
食品	   -4.1724	1453
范条	   -4.1724	1454
明代	   -4.1725	1455
父母	   -4.1726	1456
曾在	   -4.1729	1457
随着	   -4.1729	1458
但在	   -4.1730	1459
当前	   -4.1733	1460
柴油	   -4.1736	1461
阳县	   -4.1740	1462
短期	   -4.1749	1463
份有	   -4.1757	1464
海洋	   -4.1758	1465
金牌	   -4.1761	1466
息框	   -4.1782	1467
目标	   -4.1791	1468
河村	   -4.1794	1469
理查	   -4.1795	1470
克莱	   -4.1796	1471
竞技	   -4.1799	1472
个种	   -4.1802	1473
公爵	   -4.1807	1474
劳动	   -4.1808	1475
党委	   -4.1812	1476
部夏	   -4.1812	1477
教练	   -4.1816	1478
仍然	   -4.1817	1479
青海	   -4.1823	1480
等站	   -4.1826	1481
荣誉	   -4.1827	1482
布雷	   -4.1827	1483
假名	   -4.1828	1484
微软	   -4.1831	1485
月球	   -4.1834	1486
参谋	   -4.1837	1487
口普	   -4.1837	1488
参数	   -4.1844	1489
最早	   -4.1848	1490
第九	   -4.1849	1491
天使	   -4.1850	1492
坦克	   -4.1856	1493
申请	   -4.1858	1494
路口	   -4.1860	1495
金山	   -4.1861	1496
于是	   -4.1866	1497
史密	   -4.1873	1498
莱茵	   -4.1875	1499
概念	   -4.1884	1500
蒂安	   -4.1888	1501
得主	   -4.1891	1502
评论	   -4.1894	1503
德语	   -4.1896	1504
记载	   -4.1896	1505
遗产	   -4.1901	1506
孩子	   -4.1903	1507
迈克	   -4.1903	1508
用者	   -4.1906	1509
各种	   -4.1909	1510
印尼	   -4.1911	1511
混合	   -4.1914	1512
政权	   -4.1917	1513
月初	   -4.1918	1514
殖民	   -4.1920	1515
库全	   -4.1929	1516
花园	   -4.1934	1517
半保	   -4.1936	1518
方程	   -4.1942	1519
专家	   -4.1944	1520
对手	   -4.1946	1521
加了	   -4.1946	1522
条件	   -4.1949	1523
访问	   -4.1952	1524
以前	   -4.1960	1525
捷克	   -4.1960	1526
安市	   -4.1966	1527
风格	   -4.1967	1528
女王	   -4.1971	1529
地位	   -4.1978	1530
通信	   -4.1982	1531
胜利	   -4.1983	1532
安东	   -4.1984	1533
交部	   -4.1988	1534
持续	   -4.1990	1535
个月	   -4.1992	1536
模型	   -4.1993	1537
科夫	   -4.1994	1538
学研	   -4.1998	1539
业务	   -4.2000	1540
儿童	   -4.2004	1541
奖赛	   -4.2007	1542
伦比	   -4.2007	1543
术学	   -4.2008	1544
默德	   -4.2016	1545
尼尔	   -4.2018	1546
嘉靖	   -4.2023	1547
路局	   -4.2025	1548
秘密	   -4.2034	1549
二季	   -4.2035	1550
山县	   -4.2039	1551
坐标	   -4.2042	1552
罕默	   -4.2042	1553
北魏	   -4.2043	1554
配角	   -4.2043	1555
像素	   -4.2046	1556
东京	   -4.2049	1557
合成	   -4.2050	1558
格勒	   -4.2051	1559
佛罗	   -4.2053	1560
张家	   -4.2058	1561
庆市	   -4.2058	1562
马拉	   -4.2059	1563
尔巴	   -4.2059	1564
今天	   -4.2066	1565
知识	   -4.2069	1566
里德	   -4.2070	1567
财政	   -4.2072	1568
穆罕	   -4.2075	1569
福德	   -4.2078	1570
点文	   -4.2078	1571
详细	   -4.2079	1572
颜色	   -4.2083	1573
省文	   -4.2088	1574
直至	   -4.2088	1575
波特	   -4.2092	1576
科特	   -4.2097	1577
相对	   -4.2098	1578
全域	   -4.2101	1579
克森	   -4.2105	1580
里奥	   -4.2105	1581
星带	   -4.2110	1582
局长	   -4.2117	1583
合理	   -4.2118	1584
尽管	   -4.2123	1585
常务	   -4.2128	1586
开通	   -4.2128	1587
加哥	   -4.2131	1588
次世	   -4.2133	1589
天皇	   -4.2135	1590
县级	   -4.2138	1591
邮政	   -4.2139	1592
芝加	   -4.2140	1593
恐怖	   -4.2140	1594
任天	   -4.2141	1595
忽略	   -4.2143	1596
副书	   -4.2145	1597
用了	   -4.2148	1598
动维	   -4.2156	1599
南美	   -4.2160	1600
判定	   -4.2160	1601
等等	   -4.2161	1602
原作	   -4.2161	1603
教师	   -4.2172	1604
古建	   -4.2173	1605
库尔	   -4.2180	1606
院院	   -4.2180	1607
弗拉	   -4.2181	1608
十月	   -4.2182	1609
高校	   -4.2185	1610
尔兰	   -4.2189	1611
地点	   -4.2190	1612
至少	   -4.2191	1613
卡洛	   -4.2192	1614
客串	   -4.2192	1615
蒂芬	   -4.2194	1616
基浏	   -4.2205	1617
南非	   -4.2207	1618
北方	   -4.2210	1619
奖项	   -4.2216	1620
卢瓦	   -4.2225	1621
校区	   -4.2225	1622
点默	   -4.2229	1623
治县	   -4.2229	1624
至五	   -4.2231	1625
省保	   -4.2233	1626
省道	   -4.2233	1627
半岛	   -4.2235	1628
爵位	   -4.2236	1629
金属	   -4.2242	1630
看到	   -4.2245	1631
通知	   -4.2252	1632
更多	   -4.2265	1633
六十	   -4.2268	1634
回退	   -4.2271	1635
格尔	   -4.2273	1636
片公	   -4.2273	1637
身高	   -4.2275	1638
尚未	   -4.2277	1639
南路	   -4.2283	1640
许可	   -4.2283	1641
兰州	   -4.2287	1642
城县	   -4.2290	1643
青春	   -4.2291	1644
阶段	   -4.2291	1645
品牌	   -4.2295	1646
玩家	   -4.2299	1647
里希	   -4.2299	1648
保持	   -4.2301	1649
母亲	   -4.2302	1650
海外	   -4.2303	1651
会副	   -4.2304	1652
太原	   -4.2305	1653
基于	   -4.2310	1654
况下	   -4.2312	1655
文明	   -4.2316	1656
尼奥	   -4.2327	1657
授予	   -4.2331	1658
起来	   -4.2332	1659
明史	   -4.2333	1660
春秋	   -4.2333	1661
今日	   -4.2338	1662
已被	   -4.2342	1663
拉特	   -4.2343	1664
星等	   -4.2346	1665
进士	   -4.2349	1666
汉族	   -4.2350	1667
布莱	   -4.2352	1668
哈里	   -4.2359	1669
现了	   -4.2360	1670
原子	   -4.2361	1671
书长	   -4.2361	1672
车组	   -4.2361	1673
所属	   -4.2362	1674
明清	   -4.2365	1675
协委	   -4.2365	1676
得者	   -4.2367	1677
记者	   -4.2372	1678
拉姆	   -4.2372	1679
按照	   -4.2372	1680
查理	   -4.2373	1681
道光	   -4.2374	1682
洲运	   -4.2380	1683
辞典	   -4.2380	1684
原文	   -4.2381	1685
查局	   -4.2384	1686
教会	   -4.2385	1687
拉巴	   -4.2386	1688
物质	   -4.2393	1689
导弹	   -4.2393	1690
牙语	   -4.2394	1691
登录	   -4.2396	1692
对话	   -4.2403	1693
文版	   -4.2405	1694
毛泽	   -4.2408	1695
认用	   -4.2412	1696
方言	   -4.2418	1697
参议	   -4.2421	1698
改名	   -4.2424	1699
名消	   -4.2426	1700
车队	   -4.2430	1701
动确	   -4.2431	1702
前身	   -4.2431	1703
南海	   -4.2431	1704
概要	   -4.2439	1705
候选	   -4.2439	1706
清华	   -4.2446	1707
沿革	   -4.2446	1708
训练	   -4.2447	1709
爱尔	   -4.2447	1710
尚书	   -4.2452	1711
东西	   -4.2455	1712
通车	   -4.2458	1713
佳女	   -4.2464	1714
正常	   -4.2466	1715
巴赫	   -4.2467	1716
历任	   -4.2468	1717
疫情	   -4.2470	1718
他是	   -4.2473	1719
泽东	   -4.2476	1720
心理	   -4.2477	1721
伊拉	   -4.2482	1722
业于	   -4.2491	1723
男主	   -4.2493	1724
腾讯	   -4.2497	1725
旁白	   -4.2502	1726
意义	   -4.2503	1727
桥村	   -4.2504	1728
动力	   -4.2507	1729
达尔	   -4.2507	1730
而是	   -4.2510	1731
德华	   -4.2512	1732
尔顿	   -4.2513	1733
重播	   -4.2516	1734
维护	   -4.2518	1735
白色	   -4.2522	1736
厘米	   -4.2532	1737
海域	   -4.2534	1738
达州	   -4.2534	1739
条约	   -4.2535	1740
州府	   -4.2540	1741
回到	   -4.2542	1742
塔尔	   -4.2545	1743
育部	   -4.2549	1744
消息	   -4.2551	1745
附属	   -4.2556	1746
遭到	   -4.2563	1747
长期	   -4.2564	1748
十分	   -4.2569	1749
管辖	   -4.2570	1750
洛夫	   -4.2573	1751
佐藤	   -4.2574	1752
季青	   -4.2574	1753
检察	   -4.2579	1754
改造	   -4.2581	1755
副总	   -4.2582	1756
丁目	   -4.2585	1757
马尼	   -4.2586	1758
整个	   -4.2588	1759
理局	   -4.2589	1760
规则	   -4.2592	1761
党党	   -4.2596	1762
法语	   -4.2603	1763
核心	   -4.2603	1764
卡罗	   -4.2606	1765
曾经	   -4.2607	1766
将其	   -4.2610	1767
原创	   -4.2612	1768
舰队	   -4.2615	1769
犯罪	   -4.2618	1770
山峰	   -4.2618	1771
铁线	   -4.2620	1772
会委	   -4.2626	1773
不再	   -4.2630	1774
责任	   -4.2631	1775
田村	   -4.2637	1776
多夫	   -4.2640	1777
家协	   -4.2640	1778
佳男	   -4.2642	1779
幸福	   -4.2644	1780
爆炸	   -4.2644	1781
参赛	   -4.2647	1782
多次	   -4.2650	1783
西方	   -4.2651	1784
首相	   -4.2654	1785
哈利	   -4.2655	1786
马丁	   -4.2658	1787
德烈	   -4.2658	1788
支流	   -4.2660	1789
山站	   -4.2665	1790
入了	   -4.2670	1791
光绪	   -4.2671	1792
清理	   -4.2671	1793
南站	   -4.2681	1794
清代	   -4.2683	1795
收入	   -4.2686	1796
观点	   -4.2688	1797
城堡	   -4.2690	1798
清水	   -4.2690	1799
尤其	   -4.2695	1800
阿肯	   -4.2698	1801
元前	   -4.2699	1802
里达	   -4.2699	1803
总部	   -4.2700	1804
不得	   -4.2704	1805
四月	   -4.2708	1806
略了	   -4.2709	1807
物物	   -4.2710	1808
罗德	   -4.2711	1809
林省	   -4.2711	1810
晚上	   -4.2712	1811
法官	   -4.2717	1812
网易	   -4.2723	1813
里奇	   -4.2723	1814
离开	   -4.2725	1815
合唱	   -4.2725	1816
元朝	   -4.2728	1817
作战	   -4.2729	1818
火山	   -4.2729	1819
泰勒	   -4.2734	1820
客车	   -4.2735	1821
能源	   -4.2738	1822
景观	   -4.2740	1823
解释	   -4.2742	1824
首府	   -4.2744	1825
科全	   -4.2745	1826
利普	   -4.2746	1827
支援	   -4.2746	1828
护状	   -4.2752	1829
试验	   -4.2753	1830
改善	   -4.2753	1831
评价	   -4.2756	1832
通用	   -4.2757	1833
多个	   -4.2762	1834
石油	   -4.2763	1835
移民	   -4.2767	1836
爱德	   -4.2776	1837
近代	   -4.2779	1838
本科	   -4.2781	1839
宁省	   -4.2783	1840
御史	   -4.2785	1841
型电	   -4.2785	1842
副部	   -4.2787	1843
价值	   -4.2793	1844
源于	   -4.2795	1845
托马	   -4.2799	1846
傀儡	   -4.2799	1847
合肥	   -4.2800	1848
次日	   -4.2803	1849
卷五	   -4.2806	1850
那么	   -4.2806	1851
山口	   -4.2808	1852
女儿	   -4.2818	1853
找到	   -4.2821	1854
气候	   -4.2821	1855
传媒	   -4.2824	1856
肯色	   -4.2825	1857
比分	   -4.2827	1858
拉格	   -4.2833	1859
搜索	   -4.2833	1860
芬兰	   -4.2834	1861
立足	   -4.2835	1862
时报	   -4.2839	1863
界杯	   -4.2842	1864
坪村	   -4.2843	1865
民网	   -4.2843	1866
案件	   -4.2844	1867
建制	   -4.2846	1868
定确	   -4.2847	1869
格林	   -4.2848	1870
最多	   -4.2849	1871
可可	   -4.2850	1872
务委	   -4.2853	1873
诺夫	   -4.2854	1874
波音	   -4.2856	1875
育程	   -4.2858	1876
标题	   -4.2859	1877
格判	   -4.2865	1878
喜欢	   -4.2865	1879
提高	   -4.2869	1880
流浪	   -4.2872	1881
伯爵	   -4.2876	1882
旅客	   -4.2878	1883
甲级	   -4.2878	1884
辑工	   -4.2878	1885
七十	   -4.2886	1886
丹麦	   -4.2888	1887
户讨	   -4.2888	1888
乌克	   -4.2888	1889
证明	   -4.2889	1890
上午	   -4.2891	1891
特雷	   -4.2891	1892
城际	   -4.2892	1893
头村	   -4.2895	1894
起义	   -4.2897	1895
实施	   -4.2900	1896
新城	   -4.2907	1897
查德	   -4.2908	1898
纪各	   -4.2911	1899
监督	   -4.2914	1900
摄影	   -4.2916	1901
山路	   -4.2917	1902
重建	   -4.2917	1903
编剧	   -4.2917	1904
停止	   -4.2921	1905
厦门	   -4.2921	1906
江南	   -4.2925	1907
经营	   -4.2927	1908
又称	   -4.2929	1909
步兵	   -4.2930	1910
立于	   -4.2935	1911
每个	   -4.2935	1912
片已	   -4.2939	1913
三月	   -4.2939	1914
返回	   -4.2940	1915
连续	   -4.2942	1916
引起	   -4.2943	1917
命令	   -4.2944	1918
明星	   -4.2945	1919
马德	   -4.2947	1920
乒乓	   -4.2955	1921
巴塞	   -4.2964	1922
拒绝	   -4.2972	1923
色州	   -4.2972	1924
油机	   -4.2973	1925
广泛	   -4.2979	1926
红色	   -4.2980	1927
不久	   -4.2980	1928
央军	   -4.2981	1929
事长	   -4.2982	1930
央政	   -4.2982	1931
湾村	   -4.2986	1932
互联	   -4.2986	1933
有些	   -4.2986	1934
相当	   -4.2990	1935
联网	   -4.2992	1936
乐队	   -4.2999	1937
水平	   -4.3000	1938
档案	   -4.3009	1939
巴基	   -4.3010	1940
月刊	   -4.3012	1941
住宅	   -4.3014	1942
都有	   -4.3016	1943
替代	   -4.3018	1944
并非	   -4.3023	1945
病例	   -4.3031	1946
初期	   -4.3032	1947
联系	   -4.3033	1948
干部	   -4.3040	1949
南亚	   -4.3041	1950
侵犯	   -4.3046	1951
传说	   -4.3054	1952
月十	   -4.3054	1953
田径	   -4.3054	1954
已缩	   -4.3061	1955
感染	   -4.3062	1956
影视	   -4.3065	1957
冲突	   -4.3070	1958
力机	   -4.3074	1959
客栈	   -4.3075	1960
避免	   -4.3079	1961
戏剧	   -4.3082	1962
无锡	   -4.3083	1963
七月	   -4.3088	1964
组合	   -4.3090	1965
占领	   -4.3091	1966
纳德	   -4.3095	1967
退役	   -4.3096	1968
互助	   -4.3096	1969
观察	   -4.3100	1970
次列	   -4.3101	1971
效果	   -4.3111	1972
优秀	   -4.3113	1973
准备	   -4.3117	1974
微博	   -4.3119	1975
八月	   -4.3122	1976
助理	   -4.3126	1977
镇下	   -4.3129	1978
杰克	   -4.3137	1979
足东	   -4.3137	1980
德森	   -4.3139	1981
克罗	   -4.3141	1982
三届	   -4.3141	1983
五代	   -4.3144	1984
安县	   -4.3149	1985
晋级	   -4.3153	1986
甲基	   -4.3165	1987
现任	   -4.3166	1988
明显	   -4.3167	1989
冠状	   -4.3169	1990
改编	   -4.3169	1991
部落	   -4.3170	1992
民点	   -4.3170	1993
六月	   -4.3171	1994
只能	   -4.3172	1995
士兵	   -4.3172	1996
北站	   -4.3173	1997
委副	   -4.3176	1998
星系	   -4.3184	1999
利安	   -4.3190	2000
环形	   -4.3194	2001
肯尼	   -4.3195	2002
乓球	   -4.3197	2003
